"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","sev.blueplots","n_trait","traits","mean_cor","min_cor","max_cor"
5,0.321686101485872,0.680946430392981,0.455301838883788,0.253826944318669,0.0760100425481529,0.0532317819183904,0.585215593686466,0.120521270290617,"5 E 1",2,7,NA,NA,NA
5,1.50700481366785,0.729779054373292,0.961837862531801,0.612996669673435,0.703962012196296,0.240670820495714,0.617885933375543,0.359920719579862,"4 W 1",2,7,NA,NA,NA
5,2.53588783969503,0.471559701935655,0.940631182022476,0.522230106650786,0.672515047140538,0.525201552945937,0.640023016694071,0.460446186744771,"2 W 1",2,7,NA,NA,NA
8,3.09138685163389,0.207722018205352,0.838206217155242,0.321564271958676,0.209253322233784,0.234634746425696,0.454944289986408,0.301526328546489,"5 N 3",2,7,NA,NA,NA
2,NA,NA,NA,0.190505426340577,0.0580391413880528,0.0217655990167365,0.761989242586084,0.13936846363394,"5 E 3",2,7,NA,NA,NA
2,NA,NA,NA,0.0160597085224768,0.00567486298288335,0.00977894728785887,0.587536525628743,0.132932081761011,"1 E 3",2,7,NA,NA,NA
3,0.0824048379967405,0.312968456085454,0.974673396769738,0.200224385084161,0.060118764328713,0.0283885756829271,0.644666536553362,0.113575178234852,"2 E 1",2,7,NA,NA,NA
3,0.0249855898552322,0.43980865843764,0.624806573456824,0.268871866831012,0.0825971199249584,0.031385607924293,0.645566660537354,0.188120169294963,"3 E 1",2,7,NA,NA,NA
2,NA,NA,NA,0.296045542409364,0.0901928591917494,0.0231773983338881,0.888374058669651,0.146503100871856,"2 N 1",2,7,NA,NA,NA
3,0.16271087916517,0.386064754058045,0.519091600224141,0.328771608803553,0.16799036884313,0.240238713064088,0.608746463919711,0.308800532044874,"3 N 1",2,7,NA,NA,NA
4,0.85935740994124,0.146010967623769,0.74676550523756,0.319974138916676,0.333886834990945,0.245131150020338,0.490631475656829,0.323914680164066,"1 W 3",2,7,NA,NA,NA
4,1.53093388747329,0.100232576569933,0.869665673653903,0.385608470307916,0.302970964074968,0.48447852267026,0.51059003538067,0.386067507189813,"3 W 3",2,7,NA,NA,NA
2,NA,NA,NA,0.212499464691333,0.0647398171958466,0.0222601496197455,0.788196063622453,0.140724534479854,"3 N 3",2,7,NA,NA,NA
5,1.11966600329914,0.0552260182011384,0.839049706172288,0.331294894807929,0.189637826445818,0.261021416307309,0.469367816147571,0.296285418218699,"1 W 1",2,7,NA,NA,NA
2,NA,NA,NA,0.131728525726487,0.120550776096391,0.115305748488002,0.612882379124903,0.362472757499229,"5 W 3",2,7,NA,NA,NA
6,2.74586276204906,0.759597167276559,0.608619185184381,0.772651481392549,0.658149154717685,0.340621857021727,0.53087631651983,0.353603850711108,"4 E 1",2,7,NA,NA,NA
3,0.0824048379967405,0.77072169926926,0.981865723651316,0.249036724393168,0.0754792779730944,0.0285355715145358,0.683294042921368,0.119083783350151,"2 N 3",2,7,NA,NA,NA
5,0.236564024563911,0.415401704520834,0.831871134694888,0.404762682468609,0.389182156189522,0.371963953326421,0.518853796849297,0.348807817812402,"5 W 1",2,7,NA,NA,NA
2,NA,NA,NA,0.303036169273835,0.092322614699358,0.0231206564697109,0.9019281961977,0.144601194547412,"1 E 1",2,7,NA,NA,NA
2,NA,NA,NA,0.159068715863976,0.0257935784294817,0.0147714912855078,0.895792983910274,0.0637920710387298,"4 N 1",2,7,NA,NA,NA
3,0.00291512713024678,0.342821778783843,0.910339322336521,0.138188965537898,0.037540982457638,0.0251429035918149,0.669792603337907,0.085321178570384,"5 N 1",2,7,NA,NA,NA
2,NA,NA,NA,0.218000247329698,0.0664156786525291,0.0222423035970289,0.79108982250242,0.140776879374389,"4 N 3",2,7,NA,NA,NA
4,0.394658756963941,0.343030854298209,0.681305710341574,0.206013178284442,0.0690097491329411,0.0817837310986205,0.53900411444446,0.171816632249289,"1 N 1",2,7,NA,NA,NA
9,4.18448696427677,0.566845298587125,0.906953479941512,0.850999915677669,1.06679376774043,0.444116083322679,0.669451469820651,0.39930482192171,"4 E 3",2,7,NA,NA,NA
3,0.0343213475586853,0.520454573974628,0.463277915887934,0.337209065485857,0.22204592361335,0.0645345516276302,0.751909561802496,0.277807053990473,"3 W 1",2,7,NA,NA,NA
3,0.0824048379967405,0.997349703020716,0.993162039121357,0.289727583742301,0.0882161114789534,0.0280201157250416,0.681042570131302,0.121183974150416,"2 E 3",2,7,NA,NA,NA
2,NA,NA,NA,0.0380427135159539,0.0115900448136859,0.0180073610896249,0.611797631474148,0.122441015674658,"2 W 3",2,7,NA,NA,NA
3,0.284340033260297,0.262270170289098,0.617181234834603,0.320967137736774,0.133601250452724,0.164702423404183,0.424070902040728,0.336016585101502,"3 E 3",2,7,NA,NA,NA
5,0.343770508573531,0.790891217338845,0.846317238501615,0.346296574463942,0.138831464182932,0.0691113943841628,0.53641159418075,0.137738218688227,"5 E 1",2,8,NA,NA,NA
5,3.77948104343499,0.669512731164342,0.908083453490748,0.899061957232644,1.77216508838926,1.02909842975438,0.38258733817782,0.572932596313651,"4 W 1",2,8,NA,NA,NA
5,3.93599676605609,0.38354322200848,0.820215530315159,0.495446018224596,0.738234297923744,0.771428613221747,0.608340159896404,0.498000577037935,"2 W 1",2,8,NA,NA,NA
8,2.685959790762,0.337626298670091,0.814375687415961,0.460351641909431,0.304699285823828,0.376887877712872,0.451806459363593,0.324866509789844,"5 N 3",2,8,NA,NA,NA
2,NA,NA,NA,0.19050687330463,0.0580400230518645,0.0492347344472858,0.75886540590564,0.142745684784942,"5 E 3",2,8,NA,NA,NA
2,NA,NA,NA,0.0372425886541214,0.0305182610195269,0.302200959445852,0.456067981082197,0.281734776951476,"1 E 3",2,8,NA,NA,NA
3,0.264457397029166,0.733477141695928,0.751948002399002,0.228911809885043,0.0881534631290924,0.102929688384453,0.606521709188721,0.163451937688148,"2 E 1",2,8,NA,NA,NA
3,0.449371240624923,0.216767860701713,0.737606482765194,0.269522982437192,0.0845052548239785,0.234758334962369,0.423097037910859,0.266537560939257,"3 E 1",2,8,NA,NA,NA
2,NA,NA,NA,0.296047790992337,0.0901942292978212,0.052092549040863,0.883079335745992,0.147164003868524,"2 N 1",2,8,NA,NA,NA
3,0.00928738830526324,0.405533559541848,0.497185719176985,0.326461858567458,0.161218281337289,0.229436509172293,0.626519515550496,0.309933314534634,"3 N 1",2,8,NA,NA,NA
4,0.274361822256982,0.537020452176058,0.512390938775149,0.238013024842088,0.0938017103874393,0.0969301025987918,0.548687662899534,0.165402573004774,"1 W 3",2,8,NA,NA,NA
4,1.13865755370339,0.133769842279221,0.845287095703791,0.40787695675917,0.391153035827351,0.432331353765015,0.363105822686983,0.419962541014809,"3 W 3",2,8,NA,NA,NA
2,NA,NA,NA,0.212501078708805,0.0647408006486102,0.0495336111098382,0.777598759341038,0.143818760862208,"3 N 3",2,8,NA,NA,NA
5,0.500047383191726,0.52412396892267,0.675147250054431,0.360511196281835,0.15014687664413,0.115663017659973,0.545377508760683,0.175968713912567,"1 W 1",2,8,NA,NA,NA
2,NA,NA,NA,0.149117008113194,0.154477314479192,0.0931023818752173,0.493709242740151,0.401277630140229,"5 W 3",2,8,NA,NA,NA
6,1.57006349488171,0.245802313120118,0.647568448329939,0.756007324013497,0.620904179535454,0.473303686819517,0.698465388124803,0.365945860837406,"4 E 1",2,8,NA,NA,NA
3,0.264457397029166,0.348541975658433,0.84651502003737,0.26977126099543,0.0995604090707779,0.105165579580748,0.615547471607382,0.166363828611526,"2 N 3",2,8,NA,NA,NA
5,2.40847619740958,0.319806111717446,0.754141737767204,0.540986078327104,0.553047387904044,0.482278480991627,0.458806662166005,0.397951614384292,"5 W 1",2,8,NA,NA,NA
2,NA,NA,NA,0.303038470953384,0.0923240171582233,0.0520501439029851,0.903154215879387,0.151045579686679,"1 E 1",2,8,NA,NA,NA
2,NA,NA,NA,0.435716463251188,0.19353075317427,0.103040337188483,0.575968754129093,0.173636867649619,"4 N 1",2,8,NA,NA,NA
3,0.12659495761387,0.269551176571532,0.925244784039016,0.182821857571025,0.0688266778980254,0.0603869747996155,0.517393989503144,0.12759271926523,"5 N 1",2,8,NA,NA,NA
2,NA,NA,NA,0.21800190312779,0.0664166875630504,0.0496529119554488,0.792605294737014,0.143224922597586,"4 N 3",2,8,NA,NA,NA
4,0.652152333485113,0.474453159820044,0.749604859768973,0.239922821708433,0.103021709173543,0.139972742710634,0.466206169093607,0.199535569802722,"1 N 1",2,8,NA,NA,NA
9,3.66212491140899,0.726001639148454,0.897653147139586,0.8966842883291,1.23735936619066,0.488494760376921,0.454486561945847,0.433627294322382,"4 E 3",2,8,NA,NA,NA
3,0.293390211095675,0.432608085845511,0.544660228337651,0.36933334246497,0.285230094088585,0.143040518646669,0.586249422282459,0.304539492417162,"3 W 1",2,8,NA,NA,NA
3,0.264457397029166,0.428554516624224,0.819409256578794,0.296391844007892,0.0961759158960591,0.102203821943312,0.597793550353925,0.164328380409788,"2 E 3",2,8,NA,NA,NA
2,NA,NA,NA,0.0380430024654077,0.0115902208763023,0.040525785450226,0.597679555200906,0.12556824955323,"2 W 3",2,8,NA,NA,NA
3,0.176982263901685,0.281911371063145,0.598222987419821,0.319749922886748,0.128647662810812,0.420973983434085,0.573256861372933,0.358192269032966,"3 E 3",2,8,NA,NA,NA
5,0.223075983140503,0.569751085454689,0.561132877467611,0.310163933621261,0.130260487902903,0.069337366023968,0.475920342044063,0.150910463713188,"5 E 1",2,9,NA,NA,NA
5,1.7819794086998,0.674679927752387,0.43882117357828,0.310991456947224,0.196137914731291,0.307035421081875,0.48789702143208,0.322110625891313,"4 W 1",2,9,NA,NA,NA
5,0.87678486616245,0.415393378913295,0.918032098532058,0.389019616817643,0.392490795713033,0.258451358006407,0.415175789925056,0.33079365344267,"2 W 1",2,9,NA,NA,NA
8,4.12101938714413,0.300036290540342,0.566106903717531,0.383760497664219,0.249882993894637,0.372219689640491,0.261866697457467,0.316244497714916,"5 N 3",2,9,NA,NA,NA
2,NA,NA,NA,0.190942298997809,0.0583056407486683,0.0180422019507074,0.762421111186882,0.112709356102256,"5 E 3",2,9,NA,NA,NA
2,NA,NA,NA,0.00865604213337672,0.00164861325036214,0.00270529872344849,0.59370685499551,0.0658274350074672,"1 E 3",2,9,NA,NA,NA
3,0.108457202848266,0.959159129060539,0.402940021528072,0.200756347453645,0.070324460173434,0.0453915179370619,0.591757317272346,0.134460875173678,"2 E 1",2,9,NA,NA,NA
3,0.107538664153345,0.68783830842484,0.791131708923955,0.268921267519013,0.0822678007062254,0.0495918851407663,0.583629235850545,0.118924605099875,"3 E 1",2,9,NA,NA,NA
2,NA,NA,NA,0.296724442770673,0.0906069993518522,0.0192279405644956,0.885876569259138,0.113127301472342,"2 N 1",2,9,NA,NA,NA
3,0.694706722356389,0.277931708527988,0.642568868751084,0.353325205110413,0.219844540659392,0.417315492819413,0.486367486950833,0.368013046001566,"3 N 1",2,9,NA,NA,NA
4,0.532229271880904,0.586013962493369,0.916976313628162,0.386558407682165,0.204866449396816,0.145806647452843,0.626871899381772,0.19653461789272,"1 W 3",2,9,NA,NA,NA
4,1.2138176796635,0.0936701292035765,0.900254845228388,0.387882266847686,0.307014440385505,0.301334430935718,0.509618017175926,0.355857303319897,"3 W 3",2,9,NA,NA,NA
2,NA,NA,NA,0.2129867747254,0.0650370841690725,0.0182867349278002,0.785640156994042,0.112224353511781,"3 N 3",2,9,NA,NA,NA
5,0.532229271880904,0.349059652495035,0.559551556576197,0.34878091739845,0.141884090770475,0.106164794284879,0.567893230113191,0.168678389800997,"1 W 1",2,9,NA,NA,NA
2,NA,NA,NA,0.0868996830113637,0.0524622282376744,0.0289760926161035,0.499905804306962,0.217289186817064,"5 W 3",2,9,NA,NA,NA
6,1.49144035654169,0.750950879888267,0.571115696992627,0.554634681347342,0.380474522559103,0.309423051263878,0.45092075633902,0.289899242114356,"4 E 1",2,9,NA,NA,NA
3,0.108457202848266,0.566785623807236,0.78070468383071,0.274304111926079,0.0958675330394024,0.0457570963445186,0.550254897634708,0.140117354203135,"2 N 3",2,9,NA,NA,NA
5,4.42695133619625,0.294650055591249,0.598834001078588,0.344509163321863,0.423262903763159,0.717834835150975,0.350609456880416,0.43144242631879,"5 W 1",2,9,NA,NA,NA
2,NA,NA,NA,0.30373110074666,0.0927465340958085,0.0192670148094214,0.904780182127861,0.114219962473053,"1 E 1",2,9,NA,NA,NA
2,NA,NA,NA,0.233064080905495,0.055372322599757,0.0425809688127818,0.562809440297328,0.109458690807111,"4 N 1",2,9,NA,NA,NA
3,0.106282641953287,0.892305995666864,0.352109870058888,0.126250500474661,0.0499072932543298,0.0717796506547207,0.584436019300644,0.144433329677611,"5 N 1",2,9,NA,NA,NA
2,NA,NA,NA,0.218500171920601,0.0667206407086939,0.018517481621519,0.779597263009449,0.112178742018391,"4 N 3",2,9,NA,NA,NA
4,0.3119945395622,0.258696411950703,0.643812291797279,0.228118252549897,0.0798586085747598,0.0712533901768576,0.630598112977112,0.139151746103509,"1 N 1",2,9,NA,NA,NA
9,6.16387312096511,0.477082160694401,0.671583002822266,0.715734810845444,0.90382570775076,0.67995793190988,0.473090896195169,0.431162058259415,"4 E 3",2,9,NA,NA,NA
3,0.358009773587292,0.371476659947747,0.77731345455459,0.378600805764552,0.203976402739888,0.153389906121964,0.642991522584064,0.221231279224171,"3 W 1",2,9,NA,NA,NA
3,0.108457202848266,0.676379424995403,0.684874179367473,0.296941335814171,0.0944040938721941,0.0430159582341512,0.522098108877777,0.137312802557218,"2 E 3",2,9,NA,NA,NA
2,NA,NA,NA,0.0381299541875778,0.0116432630291605,0.0149402647966169,0.604883485388075,0.0969778666457678,"2 W 3",2,9,NA,NA,NA
3,0.607168071944592,0.244106657178946,0.645535656685201,0.321606074896956,0.134387359902068,0.478348574665042,0.411077602006424,0.355611593801912,"3 E 3",2,9,NA,NA,NA
5,0.0365843298616739,0.791897119464127,0.711691844691169,0.139731827525675,0.0219753243207441,0.0133483641381497,0.42587044016916,0.0629258751140958,"5 E 1",2,10,NA,NA,NA
5,2.30775530323955,0.887111653414002,0.727256762122028,0.543826364724475,0.505091846534134,0.586107721544548,0.421226645825982,0.486999866577962,"4 W 1",2,10,NA,NA,NA
5,1.07110794418299,0.514831145931129,0.965119977721986,0.402325608786011,0.404021887875357,0.298604560045683,0.471141023637905,0.467339505904981,"2 W 1",2,10,NA,NA,NA
8,2.77994541707154,0.200309381956929,0.611628531969278,0.166445188013375,0.140962716248308,0.35868345103126,0.281898856815787,0.305892159731807,"5 N 3",2,10,NA,NA,NA
2,NA,NA,NA,0.183645094286335,0.0539342868799502,0.0418110178227813,0.758769484817091,0.112740633626541,"5 E 3",2,10,NA,NA,NA
2,NA,NA,NA,0.00622519480682474,0.0008526797626404,0.0104632573561546,0.572581454960103,0.0523422124903161,"1 E 3",2,10,NA,NA,NA
3,0.012190482408624,0.546965474156162,0.445410001222682,0.18536291076812,0.0567162417304668,0.0335378371372563,0.776746718903793,0.107233057628355,"2 E 1",2,10,NA,NA,NA
3,0.0204138738936464,0.824248478536368,0.722522056133136,0.258708430432882,0.0761347198405402,0.049539624981141,0.675706613463428,0.120038638160464,"3 E 1",2,10,NA,NA,NA
2,NA,NA,NA,0.285384582440299,0.0838139129186377,0.0443250177051401,0.878310454452622,0.11851179197365,"2 N 1",2,10,NA,NA,NA
3,0.572461796877642,0.230916592849285,0.667106600920386,0.341483833859864,0.198622656906433,0.338241051442389,0.588589485073709,0.458398521598521,"3 N 1",2,10,NA,NA,NA
4,0.804294261462755,0.1506381935595,0.882472455431195,0.368522199756283,0.213356187673325,0.318124325611104,0.505742259173736,0.354113628710604,"1 W 3",2,10,NA,NA,NA
4,0.876400028010293,0.411261701749032,0.848993512530364,0.36919172050255,0.270131497424854,0.347280050027832,0.593128663608804,0.42624556557793,"3 W 3",2,10,NA,NA,NA
2,NA,NA,NA,0.204847100571661,0.0601610532080524,0.0426597446433258,0.783061438521495,0.115441474930916,"3 N 3",2,10,NA,NA,NA
5,0.804294261462755,0.185197604814732,0.664909178227362,0.318775284272435,0.12453176739462,0.216891202411428,0.494650538033941,0.291769546964201,"1 W 1",2,10,NA,NA,NA
2,NA,NA,NA,0.137330251954426,0.131021564725889,0.040264273593244,0.50238806799336,0.488919784448282,"5 W 3",2,10,NA,NA,NA
6,1.52359463695986,0.618504316308422,0.797569684494975,0.905393179777535,0.910541816783488,0.602783626897117,0.437995349826584,0.496096831204756,"4 E 1",2,10,NA,NA,NA
3,0.012190482408624,0.98380275110913,0.80899731893527,0.254484084829324,0.0787517818601301,0.0347518845529786,0.753235626644356,0.109932839258711,"2 N 3",2,10,NA,NA,NA
5,2.80739108121153,0.400579677046843,0.356034451173639,0.230020958474261,0.238755281310492,0.655999350532574,0.386417286830124,0.435687256476693,"5 W 1",2,10,NA,NA,NA
2,NA,NA,NA,0.292123468330884,0.0857930401383792,0.0440181052981919,0.908977187533941,0.115749087452555,"1 E 1",2,10,NA,NA,NA
2,NA,NA,NA,0.0915651441073041,0.00854677780914443,0.00120933814568684,0.893983615530317,0.0334160310266372,"4 N 1",2,10,NA,NA,NA
3,0.0190745374033864,0.276076819310576,0.94641509006695,0.075143178591006,0.0113422919357134,0.0161124585744782,0.486867593338581,0.0665073982086113,"5 N 1",2,10,NA,NA,NA
2,NA,NA,NA,0.210149793338351,0.0617183883169824,0.042547731418752,0.780377112598182,0.114802599431907,"4 N 3",2,10,NA,NA,NA
4,0.135295002904145,0.133910489006265,0.364616140217446,0.188126150103369,0.0569237364504949,0.0458439733335488,0.51604079284896,0.118732867797525,"1 N 1",2,10,NA,NA,NA
9,6.38603137199094,0.429745246193712,0.603866469669998,0.711276392529148,0.898524751378525,1.03555644076777,0.475639665041161,0.56786099639444,"4 E 3",2,10,NA,NA,NA
3,0.487957913683741,0.243803438733524,0.716994435465552,0.441528896830748,0.376121635935313,0.318525701933239,0.641904538623797,0.464603896671107,"3 W 1",2,10,NA,NA,NA
3,0.012190482408624,0.888503193268888,0.722618318113352,0.282852110370684,0.0842472104816678,0.0348677049994708,0.781633986421479,0.10847628511872,"2 E 3",2,10,NA,NA,NA
2,NA,NA,NA,0.0366727491428796,0.0107703316586535,0.0345583311719601,0.601785969987842,0.100933245225854,"2 W 3",2,10,NA,NA,NA
3,0.529847371687854,0.267099930043122,0.65660640446779,0.305887934650674,0.112828012549835,0.452954868468478,0.44072590712514,0.397943915614923,"3 E 3",2,10,NA,NA,NA
5,0.258568013204242,0.769276694195805,0.453852004038852,0.296382186501776,0.118008579678859,0.0534075594290265,0.647791085577244,0.122729385462849,"5 E 1",2,11,NA,NA,NA
5,2.00582826377049,0.54273799396301,0.644256371362968,0.335582448909555,0.251247039743819,0.238497023526282,0.441259545803603,0.253697004539557,"4 W 1",2,11,NA,NA,NA
5,1.10915530081076,0.252278472765471,0.891269866093608,0.511030765931827,0.672977122263285,0.493700042484492,0.452330611444279,0.365240605546722,"2 W 1",2,11,NA,NA,NA
8,2.63918246285872,0.197285497762749,0.597622583290579,0.426539895296122,0.278002402574001,0.199577763592428,0.356846917307451,0.226573467335858,"5 N 3",2,11,NA,NA,NA
2,NA,NA,NA,0.250380737501406,0.100255476727112,0.0306429920523444,0.761045672957012,0.134086284836361,"5 E 3",2,11,NA,NA,NA
2,NA,NA,NA,0.0127580505702322,0.00358136595812449,0.00287500361460387,0.468267137805367,0.0743585872026428,"1 E 3",2,11,NA,NA,NA
3,0.0344487629012812,0.683049766700404,0.384615356689965,0.254402484299724,0.109034191728482,0.0376321161495416,0.729464105758079,0.135315208361344,"2 E 1",2,11,NA,NA,NA
3,0.214633250927614,0.636089960341103,0.929130651451653,0.352342879678923,0.141180238781875,0.053402797910769,0.62183495909733,0.136056539289809,"3 E 1",2,11,NA,NA,NA
2,NA,NA,NA,0.389091810487039,0.155797068657384,0.032671375138897,0.894718761317849,0.13963191828223,"2 N 1",2,11,NA,NA,NA
3,0.207013035887026,0.543432497828747,0.596738383415872,0.421076652446943,0.200653612751781,0.122941379248925,0.621660287170164,0.192036399018395,"3 N 1",2,11,NA,NA,NA
4,0.497002021833597,0.670983634632942,0.874913718113684,0.400297310407216,0.224917229140835,0.109414139576929,0.595536654183398,0.180087706027665,"1 W 3",2,11,NA,NA,NA
4,1.68599171974565,0.0546744046744481,0.740909567068957,0.502256858780761,0.640186955228822,0.723949097794308,0.505353412396897,0.4421414011363,"3 W 3",2,11,NA,NA,NA
2,NA,NA,NA,0.279287439261446,0.111830069862676,0.0312591189735824,0.779366405541814,0.133559622823605,"3 N 3",2,11,NA,NA,NA
5,0.497002021833597,0.524425027140179,0.564242059151002,0.431379286935663,0.202175833714909,0.0742690942965881,0.574275014903084,0.154087005693778,"1 W 1",2,11,NA,NA,NA
